sentiment,text,user
"positive","RT @giorgoskra: the result of the \"special military operation\" in Butsa! This is the Russian world!#UkraineWar #kharkiv #UkraineConflict  #…","ArxonTouikterou"
"positive","RT @thecryptobasic: Ukraine’s Largest Crypto Exchange Founder Discloses How Crypto Is “Saving Lives” in the Country And Becoming New king O…","ReneeSuns"
"neutral","La propagande dont on est abreuvé par les médias occidentaux depuis cette opération spéciale russe en Ukraine nous… https://t.co/gVIGBiXqMU","3iio"
"positive","RT @ARehman_Blog: So really? Why world was silent when this was going on? Lol!\n\n#Ukraine #UkraineRussiaConflict #UkraineRussie #UkraineConf…","RampageBoy28"
"neutral","RT @W1lltXt: O jornalista @Jake_Hanrahan disse que ao passar pelo metrô de #Kiev na Ucrânia, viu essa cena \"aleatória\"\nPessoas cantavam uma…","W1lltXt"
"neutral","#Russia #UnitedStates +the emergence of a multipolar international system,Proceedings\n#Ukraine #UkraineCrisis… https://t.co/VfeDvBWP4h","AcademicLounge"
"neutral","The US Department of Defense will provide $300 million of additional security aid. \n\n#JoeBiden | #UkraineRussie |… https://t.co/NfLyWxU97y","Brinda27506394"
"neutral","RT @MunmunNarang: Mariupol city center, today.\nComplete devastation.\n#Mariupol #UkraineRussiaWar #RussiaUkraineWar #UkraineCrisis #Ukrainia…","tavonyms"
"positive","Amid continued hike in #Diesel prices, #Fertilisers prices also rose in #India. \n\n#India #DAP #Farming #agriculture… https://t.co/nSo2PitYSy","TheVikasLohchab"
"negative","RT @CGMeifangZhang: #JustIn: Chinese FM Wang Yi warns against negative spillover effects of #UkraineCrisis.🔽 https://t.co/szwfXwm2JV","Amensisa13"
"neutral","RT @kroon125: Mensen die deelnamen aan anti-oorlogsbijeenkomsten worden ook vastgehouden in #Moskou #Ukraine #UkraineCrisis #UkraineWar #St…","GilsvanJac"
"neutral","#US Providing #Ukraine With Supplies In Case Of Chemical, Biological Attack By #Russia : White House… https://t.co/hE7lutbpcp","abplivenews"
"negative","Round The World With The Indus Post\n\nhttps://t.co/LD3vOjy2kk \n\n#Srilanka #crisis #emergency #NepalPM #Indiavisit… https://t.co/1mKQWEicMm","IndusPostNews"
"neutral","RT @ShelterBoxCan: ShelterBox Canada Executive Director, Stephanie Christensen, is on the ground in #Moldova and spoke with @cnni about the…","slennon4"
"neutral","RT @ShelterBoxCan: ShelterBox Canada Executive Director, Stephanie Christensen, is on the ground in #Moldova and spoke with @cnni about the…","KevinLennon1"
"neutral","Zelfs #Orwell had dit niet kunnen bedenken\n\nIn het Zaryadye-park in #Moskou worden mensen aangehouden die alleen ma… https://t.co/TOFsPBTkuw","kroon125"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","AngryArgie"
"neutral","Mensen die deelnamen aan anti-oorlogsbijeenkomsten worden ook vastgehouden in #Moskou #Ukraine #UkraineCrisis… https://t.co/9GaivsLV4u","kroon125"
"neutral","RT @ABSCBNNews: JUST IN: Russian forces in 'rapid retreat' from northern areas: Ukraine | via @AFP #UkraineCrisis \n\nRelated report: https:/…","EmmanAbedan"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","PKM00484"
"negative","@FoxNews #UkraineCrisis : Maybe because the #Pentagon is incompetent?","SrbinSloboda"
"positive","RT @CGMeifangZhang: #Latest #UkraineCrisis \nFM diplomat said a meeting between #Chinese and #Ukrainian leaders is always on the agenda and…","EdwardRosado17"
"neutral","Speciale terroristen troepen van het Russische leger in de regio #Cherson\n\nSoldaten voeren een speciale operatie ui… https://t.co/TXaBYhuhQY","kroon125"
"negative","RT @lionhea02905378: A Russian defensive position was taken by Ukraine forces. The T-72 tank was destroyed, a military truck was abandoned.…","GamerHejka"
"positive","Thats great idea, my dear @POTUS. Heard me this, #BlackLivesMatter too, we are not leaving those kids behind, get y… https://t.co/4EAgCWnfuO","MizzBeatzzz"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","progavalanche"
"neutral","#IndiasWorld: पीछे हटना अधिक कठिन क़दम होने जा रहा है. इसमें कूटनीति को हस्तक्षेप करना ही चाहिए- चाहे वह #UN जैसे… https://t.co/wfDB6TOYHc","orfhindi"
"positive","RT @CGMeifangZhang: #Latest #UkraineCrisis \nFM diplomat said a meeting between #Chinese and #Ukrainian leaders is always on the agenda and…","GPursals"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 14:00 UTC 01/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","MarionSaternes"
"negative","RT @CGMeifangZhang: #JustIn: Chinese FM Wang Yi warns against negative spillover effects of #UkraineCrisis.🔽 https://t.co/szwfXwm2JV","za3rah1"
"neutral","#RitterSport heeft een nieuwe speciale smaak voor #Rusland uitgebracht #Ukraine #UkraineCrisis #UkraineWar… https://t.co/5v6YpBHi8O","kroon125"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","BrisaInfinita"
"neutral","RT @ABSCBNNews: JUST IN: Russian forces in 'rapid retreat' from northern areas: Ukraine | via @AFP #UkraineCrisis \n\nRelated report: https:/…","MaryCri66390193"
"neutral","RT @Voaburmese: ယူကရိန်းကို ရုရှားက ကျူးကျော်တိုက်ခိုက်နေတဲ့ စစ်ပွဲကို တွန်းလှန်တာမှာ ဘဲလာရုစ်အစိုးရကို ဆန့်ကျင်တိုက်ခိုက်နေသူတွေလည်း ပါဝင်…","UAung90479935"
"neutral","RT @kroon125: Een actie tegen de oorlog in #Oekraïne vond plaats nabij het militair ziekenhuis in #StPetersburg #Rusland #Ukraine #UkraineC…","HansSars2"
"neutral","Een actie tegen de oorlog in #Oekraïne vond plaats nabij het militair ziekenhuis in #StPetersburg #Rusland #Ukraine… https://t.co/zeRd4AOTT9","kroon125"
"positive","RT @CGMeifangZhang: #Latest #UkraineCrisis \nFM diplomat said a meeting between #Chinese and #Ukrainian leaders is always on the agenda and…","LaraYemaya7"
"positive","RT @CGMeifangZhang: #Latest #UkraineCrisis \nFM diplomat said a meeting between #Chinese and #Ukrainian leaders is always on the agenda and…","DragonEddie5"
"negative","RT @CGMeifangZhang: #JustIn: Chinese FM Wang Yi warns against negative spillover effects of #UkraineCrisis.🔽 https://t.co/szwfXwm2JV","Songlin_murong"
"neutral","ယူကရိန်းကို ရုရှားက ကျူးကျော်တိုက်ခိုက်နေတဲ့ စစ်ပွဲကို တွန်းလှန်တာမှာ ဘဲလာရုစ်အစိုးရကို ဆန့်ကျင်တိုက်ခိုက်နေသူတွေလ… https://t.co/hjZibTegpn","Voaburmese"
"negative","RT @CGMeifangZhang: #JustIn: Chinese FM Wang Yi warns against negative spillover effects of #UkraineCrisis.🔽 https://t.co/szwfXwm2JV","augus_au"
"positive","RT @CGMeifangZhang: #Latest #UkraineCrisis \nFM diplomat said a meeting between #Chinese and #Ukrainian leaders is always on the agenda and…","Songlin_murong"
"negative","RT @CGMeifangZhang: #JustIn: Chinese FM Wang Yi warns against negative spillover effects of #UkraineCrisis.🔽 https://t.co/szwfXwm2JV","Wakin_t"
"neutral","RT @CGMeifangZhang: #Taiwan Such claim that Chinese mainland \"threatens\" Taiwan doesn’t hold water at all. The Taiwan question is China’s i…","Ramonmotam"
"neutral","RT @globaltimesnews: #GTGraphic: #NATOExpansion obsession led to #UkraineCrisis. #CauseOfGlobalUnrest https://t.co/FuxZJaNJUa","mindfrozentime"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","LehiRed"
"positive","RT @CGMeifangZhang: #Latest #UkraineCrisis \nFM diplomat said a meeting between #Chinese and #Ukrainian leaders is always on the agenda and…","Jonatha46078699"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","RecioPastor"
"positive","RT @CGMeifangZhang: #Latest #UkraineCrisis \nFM diplomat said a meeting between #Chinese and #Ukrainian leaders is always on the agenda and…","Basil284"
"negative","How US sanctions and little things like microchips grind big Russian tanks to a halt: “Russia is running out of the… https://t.co/dPhZfKfl9d","DavidTafuri"
"negative","RT @TheSummerNews2: Fuel Prices escalates, raising serious concerns.\n#thesummernews #piyushgoyal #Dubai #Ukrainecrisis #FuelPriceHike #infl…","Lucky6Gurpreet"
"positive","RT @CGMeifangZhang: #Latest #UkraineCrisis \nFM diplomat said a meeting between #Chinese and #Ukrainian leaders is always on the agenda and…","TokyoSanctuary"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","sheilaLmcdonald"
"negative","RT @CGMeifangZhang: #JustIn: Chinese FM Wang Yi warns against negative spillover effects of #UkraineCrisis.🔽 https://t.co/szwfXwm2JV","hamdalabdy"
"negative","RT @CGMeifangZhang: #JustIn: Chinese FM Wang Yi warns against negative spillover effects of #UkraineCrisis.🔽 https://t.co/szwfXwm2JV","CaoYi_MFA"
"positive","#Latest #UkraineCrisis \nFM diplomat said a meeting between #Chinese and #Ukrainian leaders is always on the agenda… https://t.co/etpasxdTWv","CGMeifangZhang"
"negative","RT @CGMeifangZhang: #JustIn: Chinese FM Wang Yi warns against negative spillover effects of #UkraineCrisis.🔽 https://t.co/szwfXwm2JV","xiangyuvv"
"neutral","RT @DNNEuropa: A kid and his dad get punished and humiliated publicly in Ukraine 🇺🇦\nUkrainian authorities are nazis and there's a lot of pr…","Raul_Reg_espi"
"negative","#JustIn: Chinese FM Wang Yi warns against negative spillover effects of #UkraineCrisis.🔽 https://t.co/szwfXwm2JV","CGMeifangZhang"
"positive","Far-right battalions were calling for volunteers before the battle of Kyiv started. This is not a joke and can be a… https://t.co/dgzdE48SYw","Badnews42497772"
"neutral","#Ukraine #UkraineWar #UkraineRussianWar #UkraineUnderAttaсk #UkraineInvasion #UkraineCrisis #photojournalism… https://t.co/txN7x1zH2j","elianoimperato"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","_BenZolwik_"
"neutral","RT @kroon125: Let op‼️, gruwelijke beelden.\n\nzonder uitleg… #Ukraine #UkraineCrisis #UkraineWar #StopPutin #StopRussianAggression #WarCrime…","_LeMoog_"
"neutral","RT @FarhanMorya: #UkraineRussiaWar #PutinWarCriminal #Zelensky #Poutine #UkraineCrisis #Ukrainian #UkraineUnderAttaсk #Ukraine #UkraineUnde…","Ervin_Royston"
"neutral","RT @audiocustoms82: I created a Discord server that is designed for aid workers along the Ukraine border and inside the country to build co…","A3_Melle"
"neutral","I created a Discord server that is designed for aid workers along the Ukraine border and inside the country to buil… https://t.co/64vbWmcDEA","audiocustoms82"
"neutral","RT @Voaburmese: ယူကရိန်းနိုင်ငံရဲ့ ကာကွယ်ရေးစွမ်းရည်ကို အားဖြည့်ဖို့အတွက် \"လုံခြုံရေးဆိုင်ရာ အကူအညီ\" ဒေါ်လာ သန်း ၃၀၀ လျာထားတဲ့အကြောင်း အမေ…","KyawThi15271062"
"neutral","ယူကရိန်းနိုင်ငံရဲ့ ကာကွယ်ရေးစွမ်းရည်ကို အားဖြည့်ဖို့အတွက် \"လုံခြုံရေးဆိုင်ရာ အကူအညီ\" ဒေါ်လာ သန်း ၃၀၀ လျာထားတဲ့အကြော… https://t.co/tmINykEemU","Voaburmese"
"neutral","RT @kroon125: (1) De zuivering gaat verder in #Marioepol #Ukraine #UkraineCrisis #UkraineWar #StopPutin #StopRussianAggression #WarCrimes #…","Ronaldo_uber"
"positive","https://t.co/LfgGzX7m6M\n\nTo save \"#journalists\" the bother of thinking - ready-made \"recommendations\" for controlli… https://t.co/qldOxpVrUw","Terenceirwin"
"neutral","RT @zaleskimichael1: @PawelChojecki #Vatican ma znakomity wywiad . #UkraineInvasion #UkraineCrisis #UkraineWar #RussiaInvadedUkraine #StopR…","Elbieta19132649"
"neutral","Stems from the cooperation between nazi Germany and a portion of Ukraine. https://t.co/OmrJx2Dsfh\n\n #KyivNotKiev… https://t.co/PvCCypxHOz","PedesisMovement"
"neutral","Kyiv. Jan 1st, 2022. Normalisation of nationalistic views are one thing, but replicating German nazi marches is ano… https://t.co/QH4DpT2Es1","PedesisMovement"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","_l17r_"
"neutral","RT @ABSCBNNews: JUST IN: Russian forces in 'rapid retreat' from northern areas: Ukraine | via @AFP #UkraineCrisis \n\nRelated report: https:/…","shee_silva"
"neutral","The @Ukraine should not be underestimated. There is every possibility of bringing the war home to Russia.… https://t.co/AglrDngexZ","mustaphadirect"
"neutral","Ukraine Crisis: రష్యా అధ్యక్షుడు పుతిన్ క్యాన్సర్‌తో బాధపడుతున్నారా?\n#Ukrainecrisis #Russia #Telugunews #Putin… https://t.co/qudemXwvKM","eenadulivenews"
"neutral","RT @TW_nextmedia: 俄烏戰事中國立場艱難　專家：真正尷尬的狀態還沒來\n#蘋果國際 #國際新聞 #中國 #中国 #China #中共 #俄羅斯 #烏克蘭 #俄烏戰 #StandWithUkraine #Ukraine #Russia #烏克蘭危機 #Ukraine…","STEFPMP"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","SuzHarwood"
"neutral","俄烏戰事中國立場艱難　專家：真正尷尬的狀態還沒來\n#蘋果國際 #國際新聞 #中國 #中国 #China #中共 #俄羅斯 #烏克蘭 #俄烏戰 #StandWithUkraine #Ukraine #Russia #烏克蘭危機… https://t.co/BPDvOxRV59","TW_nextmedia"
"neutral","https://t.co/APm6AU4gLu\n#RussianSoldiers \n#UkraineRussiaWar \n#UkraineCrisis","martinworldtrvl"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","SuchanVladimir"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","AOnewith"
"neutral","RT @iAshishVaidya: Ruben Gisbert a Spanish lawyer and independent journalist, has travelled to Donetsk to report and denounce the crimes co…","Kenjen39949285"
"negative","Extreme rijlessen in de regio #Sumy #Ukraine #UkraineCrisis #UkraineWar #StopPutin #StopRussianAggression… https://t.co/LXbRSSJhvY","kroon125"
"neutral","RT @theserenadong: \"All countries should be vigilant against the adverse spillover effects of the #UkraineCrisis\" said Chinese FM #WangYi .…","hamdalabdy"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","nigroeneveld"
"neutral","Let op‼️, gruwelijke beelden.\n\nzonder uitleg… #Ukraine #UkraineCrisis #UkraineWar #StopPutin #StopRussianAggression… https://t.co/7VDqjGykG4","kroon125"
"neutral","Dit zijn de indicatieve schattingen van de Russische gevechtsverliezen op 2 april, volgens de strijdkrachten van… https://t.co/epWYhSArEL","kroon125"
"positive","RT @whattheshare: This two minutes segment apparently went viral on Chinese social media website, where they added some BGM to highlight We…","TamaraBaumdani"
"positive","RT @whattheshare: This two minutes segment apparently went viral on Chinese social media website, where they added some BGM to highlight We…","clawik234"
"positive","RT @moreindigo: Yorkshire folks! I’m connecting Ukrainian refugees with potential Homes for Ukraine hosts. If you’re willing to host someon…","NoWarMarchLeeds"
"positive","Yorkshire folks! I’m connecting Ukrainian refugees with potential Homes for Ukraine hosts. If you’re willing to hos… https://t.co/mLM997oFrC","moreindigo"
"positive","RT @whattheshare: This two minutes segment apparently went viral on Chinese social media website, where they added some BGM to highlight We…","asjvW0FVXmQVoDm"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","AirbandNwuk"
"positive","RT @lionhea02905378: First videos emerge from Bucha after Russian forces retreated. Bodies left lying in the street; absolute destruction.…","RoostersLord"
"neutral","(1) Anti-oorlogsacties vinden plaats in Russische steden.\n\nZoals gewoonlijk houden Poetins politieagenten mensen al… https://t.co/6oskxPXYQG","kroon125"
"negative","RT @lionhea02905378: A Russian defensive position was taken by Ukraine forces. The T-72 tank was destroyed, a military truck was abandoned.…","RoostersLord"
"negative","RT @lionhea02905378: Ukrainian artillery hit diectly a Russian BTR-80 armored vehicle, after the secondary explosion, the vehicle was finis…","RoostersLord"
"positive","RT @whattheshare: This two minutes segment apparently went viral on Chinese social media website, where they added some BGM to highlight We…","seandeman193"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","trojan631"
"positive","RT @whattheshare: This two minutes segment apparently went viral on Chinese social media website, where they added some BGM to highlight We…","profmikhailov"
"neutral","RT @kroon125: Het woord schaamte wordt binnenkort ook toegevoegd aan de lijst met verboden woorden in #Rusland #Ukraine #UkraineCrisis #Ukr…","LigtenRolf"
"neutral","❓‘Russian Population Has Been Misinformed’ – Bishop Of Odessa #ukraine #ukrainecrisis #ukraineconflict… https://t.co/zZoAIbxQv5","Exaudi_News"
"negative","RT @olex_scherba: #Kyiv suburbs after weeks of #Russian rule. Dead civilians all over the street.\n\n#StandWithUkraine️ #UkraineUnderAttack #…","KukenAufzucht"
"neutral","#UkraineUnderAttack #PutinIsaWarCriminal #RussiaInvadedUkraine #RussianWarCrimes #UnitedNations #UNICEF… https://t.co/wHltkPJG6R","ChernyshTatiana"
"negative","In Moscow, police officers brutally detained a picketer with a sign saying NO WAR.\n#protest #moscow #russia… https://t.co/V14hWzs5Ok","citizenofhome"
"negative","RT @olex_scherba: #Kyiv suburbs after weeks of #Russian rule. Dead civilians all over the street.\n\n#StandWithUkraine️ #UkraineUnderAttack #…","MarkushaT"
"negative","RT @War_Mapper: Map of the approximate situation in Ukraine as of 00:00 UTC 02/04/22. \n\n#UkraineCrisis #UkraineUnderAttack #Breaking #Kyiv…","Elisonext"
"neutral","RT @ColdWar_2022: 🇺🇦🇷🇺 | GUERRA UCRANIA - RUSIA\n\n🔴 Impresionante, los rusos dejan botados sus vehículos militares por cientos !!! hasta un…","toniatomasi"
"negative","RT @olex_scherba: #Kyiv suburbs after weeks of #Russian rule. Dead civilians all over the street.\n\n#StandWithUkraine️ #UkraineUnderAttack #…","FlyingS14652197"
"negative","RT @IsaacHerzog4: The future of Ukraine. A landlocked rump state devoid of it's sea access, industry, oil, gas, coal, waterways. Transnistr…","nkhaneSA"
"positive","🔴#BREAKING| \n✒Soldiers also did it. Now many Russian soldiers are in the hospital, some of them have died. \n\n—ꜱᴛᴀʏ… https://t.co/TIbDn1pfol","furkankoc___"
"neutral","🔴#BREAKING|\nWhen Russia took over #Chernobyl last week, #Russian Commanders told the soldiers, \"Dig a trench in the… https://t.co/5DHkv7yCAO","furkankoc___"
"neutral","https://t.co/T3hvR2ahYm Fighting #Russia In The #Sky: MiG-29 Pilot’s In-Depth Account Of The Air War Over #Ukraine… https://t.co/EwH2TJS8a6","FlightDreamz"
"negative","RT @olex_scherba: #Kyiv suburbs after weeks of #Russian rule. Dead civilians all over the street.\n\n#StandWithUkraine️ #UkraineUnderAttack #…","TrueDonbass"
"neutral","RT @bettapique: Así, con música, #Odessa intenta levantar la moral de quienes no se fueron y que resisten a la cotidiana agresión de Rusia,…","marulita27"
"neutral","#IStandWithUkraine #StopPutin #StopPutinNow #UkraineUnderAttack #UkraineWar #StopRussia \n\nThe #Belarussian Postal D… https://t.co/BUd2NWZv4b","SanjivMenezes"
"negative","RT @olex_scherba: #Kyiv suburbs after weeks of #Russian rule. Dead civilians all over the street.\n\n#StandWithUkraine️ #UkraineUnderAttack #…","SBublyk"
"positive","RT @Allan_Straarup: @ZelenskyyUa @EmmanuelMacron President Volodymyr Zelenskyy has shown himself to be a hero and a beacon of light in a ti…","Cindoie"
"neutral","RT @bettapique: El concierto también sirve para recolectar donaciones para los soldados que están en el frente #Odessa #UkraineUnderAttack…","marulita27"
"negative","RT @olex_scherba: #Kyiv suburbs after weeks of #Russian rule. Dead civilians all over the street.\n\n#StandWithUkraine️ #UkraineUnderAttack #…","Acalaonfire"
"neutral","RT @Shevchenk0_Mila: Ми вже ніколи не будемо,як раніше!Ми станемо такими,що до нас всі будуть на Ви! А російський солдат-фашист і окупант!#…","RafaelMarquesT8"
"neutral","RT @InvestorHumbl: This what #Russian “liberation” looks like #Borodyanka 🇺🇦 #WarCrimes #PutinWarCrimes #UkraineUnderAttack #UkraineInvasio…","Gbenga_Aina"
"negative","RT @olex_scherba: #Kyiv suburbs after weeks of #Russian rule. Dead civilians all over the street.\n\n#StandWithUkraine️ #UkraineUnderAttack #…","HETMOHET"
"neutral","RT @raging545: Russian armored personnel carriers retreating to Belarus were so loaded with stolen &amp; looted items from Ukraine`s children's…","FobTurnip"
"neutral","RT @Shevchenk0_Mila: Ми вже ніколи не будемо,як раніше!Ми станемо такими,що до нас всі будуть на Ви! А російський солдат-фашист і окупант!#…","handsome151274"
"negative","RT @olex_scherba: #Kyiv suburbs after weeks of #Russian rule. Dead civilians all over the street.\n\n#StandWithUkraine️ #UkraineUnderAttack #…","Owithdotsonit"
"positive","VIDEO of a member of Ukraine \"elite Farmers Corps\" striking again now \"capturing\"  a Russian 2S34 Hosta Self-Propel… https://t.co/mqutrWcHdK","raging545"
"neutral","RT @TarasBerezovets: В Буче под Киевом оккупанты расстреливали местных жителей, завязав им руки за спиной. На некоторых телах следы пыток.…","yuriy2977"
"neutral","Kyiv - Zhitomir road. The area abandoned by russian army these days.\n\n#Ukraine #UkraineRussiaWar… https://t.co/s8yMBtrjJB","WarUkraineNews"
"positive","RT @JENND0DD: Matt Sua from New Zealand, Dylan Morris from Indiana and David Joshua from Wheat, Texas. All joined the foreign legion. #Ukra…","CANEMNNJ"
"neutral","⚡️ Flooding in Oskil village of Izyum district after destruction of a dam.\n#UkraineUnderAttack #StopPutin","ukrainewar24"
"positive","Everyone feel free to open your own #Anonymous ACC on Twitter to upload none propaganda news\n\n#Ukraine #free #UkraineUnderAttack","SpedoxAnomymous"
"positive","RT @UWTracker: Ukrainian tractor in action.Tractor tows Russian 2S34 Hosta self-propelled howitzer 120mm.2S34 Hosta is a modernized version…","JayTrader9"
"negative","The future of Ukraine. A landlocked rump state devoid of it's sea access, industry, oil, gas, coal, waterways. Tran… https://t.co/17Uq1jEM5h","IsaacHerzog4"
"neutral","Prayers #Ukraine #UkraineUnderAttack #WeStandwithUkriane https://t.co/MjGOO0L0Wy","DonnaJo1002"
"neutral","RT @raging545: Russian armored personnel carriers retreating to Belarus were so loaded with stolen &amp; looted items from Ukraine`s children's…","siskudd"
"negative","RT @olex_scherba: #Kyiv suburbs after weeks of #Russian rule. Dead civilians all over the street.\n\n#StandWithUkraine️ #UkraineUnderAttack #…","victoria_scherr"
"neutral","#IStandWithUkraine #StopPutin #StopPutinNow #UkraineUnderAttack #UkraineWar #StopRussia \n#Russian Liberation for yo… https://t.co/wkWLQpM3t2","SanjivMenezes"
"neutral","⚠️📢  Turkey has offered to help evacuate civilians from the city of Mariupol by sea: \"We can provide naval support… https://t.co/5MqnEUtxKe","InsiderGeo"
"positive","An appropriate moment at #ACC22 opening ceremony to recognize the hardships of #UkraineUnderAttack as we come toget… https://t.co/COeEZokFQL","fischman_david"
"neutral","RT @Vic_Resist: @AgapeLove28 #UkraineUnderAttack","sheryl_toth"
"negative","RT @olex_scherba: #Kyiv suburbs after weeks of #Russian rule. Dead civilians all over the street.\n\n#StandWithUkraine️ #UkraineUnderAttack #…","FlipMo71426815"
"neutral","RT @Vic_Resist: @AgapeLove28 #UkraineUnderAttack","jerrieskid"
"neutral","Video of the battlefield between Russia 🇷🇺 and Ukraine 🇺🇦 is coming.\n\nPlease :- #StopTheWar \n\nRemember :- To give e… https://t.co/XaDwfi4q2k","SatisfiedMr"
"neutral","Russian armored personnel carriers retreating to Belarus were so loaded with stolen &amp; looted items from Ukraine`s c… https://t.co/87ua8fVCtS","raging545"
"neutral","RT @ColdWar_2022: 🇺🇦🇷🇺 | GUERRA UCRANIA - RUSIA\n\n🔴 Impresionante, los rusos dejan botados sus vehículos militares por cientos !!! hasta un…","zeusj"
"neutral","RT @raguileramx: I'm calling it: if the Russians don't achieve a breakthrough in today's fighting, they've lost it. #UkraineUnderAttack #Uk…","BaygonNegro"
"neutral","Le nombre de victimes d'une frappe de missile sur le bâtiment de l'administration régionale de #Mykolaiv par les oc… https://t.co/E60uFZeA1I","ambi_fr"
"neutral","RT @ArgentinaCred: Le damos a los Rusos 🇷🇺 su misma medicina. 2 Helicópteros de Combate #Ukraine 🇺🇦 atacan instalaciones petroleras en #Bel…","DazSahily"
"positive","RT @ArmedMaidan: #Russian forces creating “complete disaster” by leaving mines on homes, corpses as withdraw around #Kyiv: #Zelensky\n\nhttps…","vassellia_bond"
"positive","Matt Sua from New Zealand, Dylan Morris from Indiana and David Joshua from Wheat, Texas. All joined the foreign leg… https://t.co/gAZx0LTzUl","JENND0DD"
"negative","RT @olex_scherba: #Kyiv suburbs after weeks of #Russian rule. Dead civilians all over the street.\n\n#StandWithUkraine️ #UkraineUnderAttack #…","thedoctord0nna"
"neutral","RT @TarasBerezovets: В Буче под Киевом оккупанты расстреливали местных жителей, завязав им руки за спиной. На некоторых телах следы пыток.…","AnfFor1"
"negative","RT @olex_scherba: #Kyiv suburbs after weeks of #Russian rule. Dead civilians all over the street.\n\n#StandWithUkraine️ #UkraineUnderAttack #…","PRomanczuk"
"neutral","RT @bettapique: Así, con música, #Odessa intenta levantar la moral de quienes no se fueron y que resisten a la cotidiana agresión de Rusia,…","Maria25Maria25"
"neutral","RT @ArgentinaCred: Aviones Rusos bombardean #Mariupol de manera indiscriminada @ZelenskyyUa #Ukrania #PutinAsesino @Ukraine #UkraineRussiaW…","DazSahily"
"neutral","@bweglarczyk chciwość zwyciężyła ... #LeroyMerlin #StopRussianAggression #RussianWarCrimes #StopRussia #StopPutin… https://t.co/lr62ZiGlFl","mic77ish"
"positive","Russia has already earned a place in this ranking. I've never seen so many mistakes at once: tactics, logistics, mo… https://t.co/HSlYwnnqKc","onemore43672214"
"positive","Putin who started a war is now having a fit just because a Ukrainian helicopters destroyed a fuel depot in Russia,… https://t.co/btUTUl6ayS","LinskiZai"
"neutral","RT @ElOsorio_: ÚLTIMA HORA | EE.UU. anuncia 300 millones de dólares adicionales en ayuda militar a Ucrania. \n#Ukraine\n#UkraineUnderAttack…","DazSahily"
"negative","RT @olex_scherba: #Kyiv suburbs after weeks of #Russian rule. Dead civilians all over the street.\n\n#StandWithUkraine️ #UkraineUnderAttack #…","D_R_U_G_13"
"positive","- Mascha, welche Größe hat Dimka? 18? Nun, habe ich sie! Die blauen. Ja, fast neu! Die scheinen polnisch zu sein...… https://t.co/5XiryKiJAG","Icextend"
"neutral","RT @TarasBerezovets: В Буче под Киевом оккупанты расстреливали местных жителей, завязав им руки за спиной. На некоторых телах следы пыток.…","sergey_slv"
